City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,calipatria,33.1256,-115.5142,69.85,31,100,2.24,US,1735248396
364,yaren,-0.5472,166.916,82.06,71,100,17.92,NR,1735248397
365,pangai,-19.8,-174.35,78.91,94,75,20.71,TO,1735248399
366,ribeira brava,32.65,-17.0667,67.01,78,15,11.95,PT,1735248400
367,melito di porto salvo,37.9222,15.7714,49.89,76,50,6.91,IT,1735248401
368,kiskunhalas,46.434,19.4848,32.7,70,17,6.6,HU,1735248402
369,buchanan,5.8808,-10.0467,80.64,79,39,6.15,LR,1735248403
370,jeremie,18.65,-74.1167,80.1,81,98,6.44,HT,1735248404
371,el alto,-4.2714,-81.2147,70.97,73,91,11.23,PE,1735248406
372,belmonte,-15.8631,-38.8828,78.87,77,63,10.49,BR,1735248407
373,sao joao da barra,-21.6403,-41.0511,80.69,85,97,23.47,BR,1735248408
374,ratnagiri,16.9833,73.3,73.22,77,16,5.93,IN,1735248409
375,codrington,-38.2667,141.9667,58.62,54,89,19.28,AU,1735248410
376,linkou,45.3,130.2833,-0.13,85,28,6.17,CN,1735248411
377,nyurba,63.2842,118.3319,-2.99,100,100,1.52,RU,1735248412
378,puerto yuca,2.9383,-73.2083,83.84,66,90,2.91,CO,1735248414
379,kaa-khem,51.6833,94.7333,-15.86,94,61,2.59,RU,1735248415
380,sirte,31.2089,16.5887,58.19,71,11,15.08,LY,1735248416
381,idri,27.5,13.2667,51.28,45,0,6.33,LY,1735248417
382,dom pedro,-4.4833,-44.45,87.64,38,25,1.86,BR,1735248418
383,lompoc,34.6391,-120.4579,68.68,53,0,16.11,US,1735248420
384,kingscliff,-28.2667,153.5667,75.0,69,2,12.66,AU,1735248421
385,narasannapeta,18.4167,84.05,69.1,88,2,4.34,IN,1735248422
386,alo,6.5486,4.2686,78.26,90,9,6.26,NG,1735248423
387,selfoss,63.9331,-20.9971,38.05,85,100,33.73,IS,1735248424
388,tromso,69.6496,18.957,32.02,100,100,19.57,NO,1735248426
389,le touquet-paris-plage,50.5243,1.5857,46.31,100,100,4.61,FR,1735248427
390,luchegorsk,46.4764,134.2569,-8.0,92,42,4.61,RU,1735248428
391,minab,27.1467,57.0801,66.22,22,0,10.31,IR,1735248429
392,moyo,3.6609,31.7247,78.58,41,100,4.0,UG,1735248430
393,khodzha-maston,38.7446,68.627,20.62,34,98,7.47,TJ,1735248373
394,briceni,48.3572,27.7036,31.8,99,100,6.69,MD,1735248433
395,kitama,-10.7167,39.7333,70.92,84,60,3.71,TZ,1735248434
396,sikasso,10.9167,-7.0,76.75,14,100,5.75,ML,1735248435
397,akrehamn,59.2667,5.1833,44.85,93,75,4.61,NO,1735248437
398,shubarshi,48.5872,57.1869,18.95,97,93,2.33,KZ,1735248438
399,clarksburg,39.2807,-80.3445,52.25,63,0,4.61,US,1735248439
400,sanctuary point,-35.1114,150.629,77.59,52,100,7.43,AU,1735248440
401,coronel suarez,-37.4547,-61.9334,86.86,15,3,7.16,AR,1735248441
402,asmara,15.3333,38.9333,54.39,87,86,5.32,ER,1735248442
403,pakuranga,-36.8833,174.9167,71.69,69,71,19.57,NZ,1735248444
404,batangafo,7.3008,18.2833,75.45,25,88,3.56,CF,1735248445
405,porto novo,6.4965,2.6036,82.22,84,32,7.34,BJ,1735248446
406,bandarbeyla,9.4942,50.8122,75.34,79,53,20.89,SO,1735248447
407,mar del plata,-38.0023,-57.5575,68.02,76,20,10.36,AR,1735248448
408,alotau,-10.3069,150.4462,78.13,90,91,2.39,PG,1735248449
409,zliten,32.4674,14.5687,59.09,62,84,9.75,LY,1735248255
410,saint-pierre,-21.3393,55.4781,74.88,60,0,5.75,RE,1735248452
411,box elder,41.5005,-112.8764,37.31,83,89,12.12,US,1735248453
412,grand falls-windsor,48.9332,-55.6649,20.64,95,6,4.7,CA,1735248454
413,guarapari,-20.6667,-40.4975,77.49,84,63,18.72,BR,1735248455
414,tsiombe,-25.3,45.4833,76.06,84,57,16.8,MG,1735248456
415,essaouira,31.5125,-9.77,63.9,72,40,3.44,MA,1735248457
416,dedougou,12.4667,-3.4667,75.85,12,100,6.73,BF,1735248459
417,florence,43.7667,11.25,49.68,34,0,2.3,IT,1735248460
418,qinzhou,21.95,108.6167,61.88,42,100,11.5,CN,1735248461
419,aban,56.67,96.06,17.73,93,100,10.07,RU,1735248462
420,goundam,16.4145,-3.6708,73.94,11,60,7.74,ML,1735248463
421,enriquillo,17.9,-71.2333,79.83,71,100,9.37,DO,1735248464
422,arno,60.1167,18.6333,38.39,97,100,5.06,SE,1735248465
423,mount gambier,-37.8333,140.7667,57.94,52,71,10.45,AU,1735248466
424,broken hill,-31.95,141.4333,60.22,50,0,19.04,AU,1735248468
425,walvis bay,-22.9575,14.5053,62.87,89,1,9.57,NA,1735248469
426,laminusa,5.5549,120.9136,78.3,82,100,5.91,PH,1735248470
427,praia da vitoria,38.7333,-27.0667,61.05,94,20,5.95,PT,1735248471
428,malango,-2.9627,119.9001,66.43,91,99,2.91,ID,1735248472
429,la jolla,32.8473,-117.2742,68.32,60,0,6.91,US,1735248473
430,proletariy,58.4342,31.7046,37.76,99,100,7.7,RU,1735248475
431,la sarre,48.8002,-79.1996,27.18,87,100,11.18,CA,1735248476
432,shingu,33.7333,135.9833,43.66,58,1,12.66,JP,1735248477
433,al bayda',32.7627,21.7551,44.91,90,11,8.59,LY,1735248478
434,paracale,14.2804,122.7881,76.15,94,64,7.78,PH,1735248479
435,kenai,60.5544,-151.2583,30.15,93,100,3.44,US,1735248480
436,tolanaro,-25.0319,46.9987,80.67,83,40,18.41,MG,1735248481
437,tadine,-21.55,167.8833,77.76,58,13,11.07,NC,1735248483
438,mubende,0.5606,31.39,63.45,87,100,0.98,UG,1735248484
439,bandar,2.05,99.75,71.37,97,97,2.08,ID,1735248485
440,belle fourche,44.6714,-103.8522,48.09,33,86,14.56,US,1735248486
441,constitucion,-35.3333,-72.4167,63.57,74,33,6.85,CL,1735248341
442,mejit,10.2753,170.8646,80.91,80,54,20.71,MH,1735248488
443,kone,-21.0595,164.8658,78.15,56,5,2.26,NC,1735248489
444,pauini,-7.7136,-66.9764,83.23,72,97,1.57,BR,1735248491
445,prado,-17.3411,-39.2208,77.97,79,99,10.78,BR,1735248492
446,ashland,40.8167,-82.2665,43.34,93,100,4.72,US,1735248493
447,rock springs,41.5875,-109.2029,38.05,73,75,19.57,US,1735248494
448,fort mcmurray,56.7268,-111.381,27.99,63,100,2.3,CA,1735248495
449,corumba,-19.0092,-57.6533,87.51,45,0,6.91,BR,1735248496
450,fortuna,40.5982,-124.1573,53.92,96,40,5.99,US,1735248498
451,ibeto,10.4854,5.145,77.25,17,83,4.7,NG,1735248499
452,sinabang,2.4803,96.3801,79.14,83,99,4.76,ID,1735248500
453,zhizdra,53.746,34.7395,32.7,97,100,4.81,RU,1735248501
454,charlestown,-32.95,151.6667,79.5,68,14,3.0,AU,1735248502
455,seversk,56.6006,84.8864,12.09,71,100,7.92,RU,1735248504
456,letlhakeng,-24.0944,25.0298,72.03,68,95,8.12,BW,1735248506
457,koungheul,13.9833,-14.8,85.48,21,39,8.43,SN,1735248315
458,zhangatas,43.5667,69.75,30.29,58,72,15.1,KZ,1735248508
459,el calafate,-50.3408,-72.2768,58.17,48,32,18.1,AR,1735248308
460,marka,1.7159,44.7717,75.99,80,72,17.63,SO,1735248512
461,mossel bay,-34.1831,22.146,71.53,79,42,2.06,ZA,1735248514
462,sao tome,0.3365,6.7273,80.15,80,38,1.74,ST,1735248516
463,muntok,-2.0667,105.1833,78.78,85,100,1.66,ID,1735248517
464,dzhangala,49.2167,50.3333,23.47,95,15,5.14,KZ,1735248519
465,lihue,21.9789,-159.3672,80.74,79,20,5.75,US,1735248520
466,ghat,24.9647,10.1728,49.33,43,30,1.54,LY,1735248521
467,yushu,44.8,126.5333,1.65,91,6,7.58,CN,1735248301
468,roma,43.2128,-75.4557,26.74,72,0,0.0,US,1735248514
469,kruisfontein,-34.0033,24.7314,76.84,62,61,3.78,ZA,1735248525
470,joao pinheiro,-17.7425,-46.1725,70.66,90,100,5.75,BR,1735248526
471,san jose del cabo,23.0589,-109.6977,79.59,58,0,11.5,MX,1735248527
472,carbonear,47.7332,-53.2148,36.14,98,100,19.22,CA,1735248529
473,san luis de la loma,17.2706,-100.8939,84.02,54,0,10.67,MX,1735248530
474,tateyama,34.9833,139.8667,51.73,62,40,8.05,JP,1735248271
475,port macquarie,-31.4333,152.9167,76.06,75,16,5.01,AU,1735248533
476,kayangel,8.0823,134.7173,82.27,81,100,13.78,PW,1735248253
477,tofol,5.3248,163.0078,82.54,83,98,21.92,FM,1735248535
478,val-d'or,48.1002,-77.7828,26.69,86,100,11.5,CA,1735248536
479,ndele,8.4109,20.6473,74.41,21,58,4.5,CF,1735248537
480,cumana,10.4635,-64.1775,80.96,74,51,14.81,VE,1735248515
481,illapel,-31.6308,-71.1653,72.19,51,0,8.41,CL,1735248540
482,villa gesell,-37.2639,-56.973,64.53,79,1,16.44,AR,1735248541
483,santa elena de uairen,4.6167,-61.1333,74.3,76,94,3.18,VE,1735248542
484,paphos,34.7667,32.4167,53.38,94,20,9.22,CY,1735248543
485,weining,26.85,104.2333,34.5,91,100,5.57,CN,1735248544
486,kijang,35.2442,129.2139,28.13,43,2,7.81,KR,1735248545
487,thinadhoo,0.5333,72.9333,81.41,78,100,8.9,MV,1735248546
488,tomatlan,19.9333,-105.25,85.23,26,0,8.14,MX,1735248547
489,saint-joseph,-21.3667,55.6167,73.78,76,35,9.37,RE,1735248549
490,jacksonville,30.3322,-81.6556,59.22,91,100,13.8,US,1735248393
491,blackwater,-23.5833,148.8833,75.69,100,2,10.8,AU,1735248551
492,oodweyne,9.4092,45.064,62.94,48,9,10.11,SO,1735248552
493,vizinga,61.0749,50.1031,31.15,92,100,9.57,RU,1735248553
494,greymouth,-42.4667,171.2,68.22,50,17,6.64,NZ,1735248554
495,tocopilla,-22.092,-70.1979,69.42,72,2,7.07,CL,1735248555
496,santa rosalia,27.3167,-112.2833,65.41,40,97,8.21,MX,1735248557
497,antanifotsy,-19.65,47.3167,61.63,98,94,3.8,MG,1735248558
498,dakhla,23.6848,-15.958,62.62,100,1,6.91,EH,1735248459
499,hamilton,39.1834,-84.5333,54.88,69,20,6.91,US,1735248560
500,marsh harbour,26.5412,-77.0636,74.07,74,94,12.39,BS,1735248561
501,daru,-9.0763,143.2092,80.71,84,63,5.88,PG,1735248562
502,nur-sultan,51.1801,71.446,8.55,85,0,13.42,KZ,1735248564
503,andergrove,-21.0833,149.1833,75.79,68,56,3.11,AU,1735248565
504,esmeraldas,-19.7625,-44.3139,69.37,92,100,6.33,BR,1735248566
505,vodice,43.7608,15.7828,42.6,72,0,16.55,HR,1735248567
506,ambon,-3.6954,128.1814,79.88,100,100,4.83,ID,1735248568
507,goksun,38.021,36.4973,35.78,100,100,2.82,TR,1735248569
508,novosmolinskiy,56.2841,43.0507,29.95,94,100,11.54,RU,1735248571
509,east ballina,-28.8667,153.5833,71.38,75,7,11.48,AU,1735248572
510,lyantor,61.6195,72.1555,17.08,94,100,15.7,RU,1735248573
511,sarpol-e zahab,34.4611,45.8626,52.05,44,99,7.94,IR,1735248574
512,barakani,-12.1356,44.4317,78.66,87,70,6.55,KM,1735248575
513,pangoa,-12.1167,-73.0,76.87,70,93,3.31,PE,1735248576
514,alto barinas,8.5931,-70.2261,95.09,31,37,7.99,VE,1735248578
515,mitsamiouli,-11.3847,43.2844,81.19,78,56,9.15,KM,1735248579
516,princeville,45.7668,-61.2985,30.31,84,75,6.91,CA,1735248580
517,ta`u,-14.2336,-169.5144,83.3,70,100,13.47,AS,1735248581
518,lepsy,46.235,78.9456,13.6,79,100,6.02,KZ,1735248583
519,acarau,-2.8856,-40.12,80.53,76,80,17.13,BR,1735248584
520,saint-mandrier-sur-mer,43.078,5.929,44.2,56,0,8.05,FR,1735248585
521,sassandra,4.95,-6.0833,80.02,81,15,5.75,CI,1735248586
522,blue springs,39.0169,-94.2816,52.07,96,100,3.44,US,1735248587
523,caleta de carquin,-11.0925,-77.6267,72.95,75,26,10.76,PE,1735248588
524,nejo,9.5,35.5,59.74,52,31,3.4,ET,1735248589
525,saurimo,-9.6608,20.3916,65.5,96,97,1.54,AO,1735248591
526,bayanhongor,46.7167,100.1167,-19.37,82,3,2.21,MN,1735248592
527,ko pha ngan,9.7578,100.0291,76.93,75,99,9.24,TH,1735248593
528,karhula,60.5216,26.9313,37.29,93,98,7.96,FI,1735248594
529,burabay,53.0838,70.3138,17.17,93,100,6.13,KZ,1735248595
530,sharlyk,52.9167,54.75,5.22,100,94,4.23,RU,1735248596
531,caluula,11.9661,50.7569,76.68,69,14,13.78,SO,1735248598
532,elliot lake,46.3834,-82.6331,32.47,98,100,6.71,CA,1735248577
533,ravar,31.2656,56.8055,42.44,37,0,1.54,IR,1735248600
534,la mira,18.035,-102.3266,82.83,45,0,10.94,MX,1735248604
535,livingston,55.9029,-3.5226,45.36,97,0,3.44,GB,1735248330
536,narara,-33.4,151.35,82.76,50,55,5.37,AU,1735248607
537,mushie,-3.0167,16.9,73.33,91,98,2.86,CD,1735248608
538,shumikha,55.2261,63.2961,15.28,89,100,10.83,RU,1735248609
539,conduaga,8.862,117.4893,78.3,83,100,1.81,PH,1735248610
540,george town,5.4112,100.3354,80.53,78,20,3.44,MY,1735248325
541,zhezqazghan,47.7833,67.7667,8.01,93,37,5.35,KZ,1735248612
542,prince rupert,54.3161,-130.3201,44.69,86,100,19.57,CA,1735248614
543,sambava,-14.2667,50.1667,77.95,77,87,5.64,MG,1735248615
544,richards bay,-28.783,32.0377,72.64,80,67,9.55,ZA,1735248514
545,matane,48.8286,-67.522,22.05,84,31,8.43,CA,1735248440
546,port-vila,-17.7338,168.3219,80.2,65,40,10.36,VU,1735248512
547,dingwall,57.5953,-4.4272,44.89,95,100,1.48,GB,1735248619
548,kothi,24.75,80.7833,60.06,66,0,3.89,IN,1735248621
549,xinyuan,37.3,99.0,-1.21,69,0,6.31,CN,1735248622
550,playa del ingles,27.7567,-15.5787,66.4,74,4,2.15,ES,1735248623
551,kisangani,0.5167,25.2,75.94,79,97,2.51,CD,1735248624
552,la ceiba,15.7597,-86.7822,78.62,73,100,3.44,HN,1735248625
553,tanjung selor,2.8372,117.3642,74.41,96,100,1.3,ID,1735248626
554,kendari,-3.945,122.4989,75.45,90,100,2.48,ID,1735248627
555,jinghong,21.991,100.7341,57.43,89,12,2.13,CN,1735248629
556,rome,34.257,-85.1647,54.75,58,100,5.75,US,1735248630
557,colesberg,-30.72,25.0972,72.66,50,95,1.05,ZA,1735248631
558,la tuque,47.4334,-72.7824,12.45,73,20,0.0,CA,1735248632
559,passagem franca,-6.1797,-43.7836,77.2,62,59,2.17,BR,1735248633
560,halden,59.1226,11.3871,46.53,99,99,9.08,NO,1735248635
561,swakopmund,-22.6833,14.5333,62.4,92,14,3.13,NA,1735248636
562,yanam,16.7333,82.2167,74.07,81,42,6.15,IN,1735248637
563,marksville,31.128,-92.0662,69.85,77,66,13.47,US,1735248492
564,troitsko-pechorsk,62.7084,56.1964,29.39,92,99,7.09,RU,1735248640
565,dryden,49.7833,-92.7503,30.49,100,100,8.05,CA,1735248641
566,coquimbo,-29.9533,-71.3436,67.98,63,20,11.5,CL,1735248642
567,jaru,-10.4389,-62.4664,77.38,83,100,3.56,BR,1735248643
